原土地使用权人,现土地使用权人,宗地标识,宗地编号,宗地座落,所在行政区,土地面积(公顷),土地用途,土地使用权类型,土地使用年限,土地利用状况,土地级别,转让方式,转让价格(万元),成交时间
湖南永盛房地产有限公司,中国联合网络通信有限公司衡阳市分公司,,2017489,西渡镇新正街以南,,0.0052,住宅用地,,34,,十二级,买卖,4.0404,2017/9/18 14:03:02
泰安市岱岳区环境保护局,山东广电网络有限公司岱岳区分公司,,2017-D-186,岱岳区天平办事处北黄村,,0.0086,机关团体用地,出让,50,已建成,三级,其他,9.0710,2017/9/12 14:06:56
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240900348,潭下镇竹梅村哨楼岗顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:26:36
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240400279,转水镇新华村第二村民小组,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 9:43:06
双江镇城南居委会第一居民小区,湖南省怀化市建设工程监理有限公司通道分公司,,2017-662,双江镇万佛路,,0.0028,住宅用地,国有出让,70,已利用,三级,买卖,24.2980,2017/11/24 18:50:41
中国移动通信集团山东有限公司栖霞分公司,中国铁塔股份有限公司烟台市分公司,,栖国土资转字【2017】212号,栖霞市庄园街道邢家疃村,,0.0214,公共设施用地,出让,35,现状,三级,其他,0.0000,2017/9/7 14:58:40
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241200237,周江镇�W头村黄麻草岗顶,,0.0100,工业用地,出让,39,已开发,十二级,买卖,1.2000,2017/5/25 14:50:14
中国移动通信集团湖北有限公司武汉分公司,中国铁塔股份有限公司武汉市分公司,,2017-2,蔡甸区侏儒街薛山村,,0.0099,公共设施用地,出让,35,出让,未评估地区,买卖,3.4700,2017/6/22 10:05:19
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241900098,棉洋镇双璜村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 14:44:13
五华县万利达实业有限公司,五华县万利达实业有限公司,,14240102947,水寨镇水寨大道镇政府侧华源花园B栋,,0.0035,中低价位、中小套型普通商品住房用地,出让,31,已开发,十二级,买卖,25.5109,2017/10/19 11:36:16
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241400269,华阳镇小拨村连湖山,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 15:14:57
武汉市蔡甸区建利食品厂,武汉新光鑫福源商贸有限公司,,2017-16,蔡甸区张湾村柏林庄,,0.1840,工业用地,出让,50,出让,一级,买卖,65.8500,2017/8/24 9:00:14
广东移动通信有限责任公司四会分公司,中国铁塔股份有限公司肇庆市分公司,,070103004,四会市威整镇南龙村委连仔径掘断龙山顶,,0.0048,公共设施用地,出让,35,已开发,十级,买卖,2.4000,2017/1/22 11:35:36
城固县泛亚房地产开发有限责任公司,城固县鸿祥房地产开发有限公司,,城国土转让（2017）01号,原博望镇西环四路与建设路十字西北角,,0.2359,其他普通商品住房用地,出让,61,现状,二级,其他,250.5100,2017/5/10 10:29:34
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240700456,岐岭镇罗经村岐岭,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:50:27
长沙九芝堂（集团）有限公司,长沙悦发房地产有限公司,,YWSP20161108007,雨花区,,3.6299,商务金融用地,国有,40,未建,二级,买卖,46627.9649,2017/3/15 10:23:25
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240700409,岐岭镇孔目村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 14:56:36
中国移动通信集团新疆有限公司,中国铁塔股份有限公司喀什分公司,,6531302017Z031,巴楚县阿克萨科马热勒乡6村,,0.0256,其他商服用地,国有出让,31,,四级,其他,2.3220,2017/3/27 12:10:14
烟台阳光塑胶有限公司,烟台加加新食品有限公司,,栖国土资转字【2017】265号,栖霞市经济开发区（松山）,,2.5333,工业用地,出让,36,现状,三级,买卖,351.2260,2017/11/17 16:12:21
南郑县大杨花卉有限公司,汉中高邦实业有限公司,,2017(30)号,南郑县汉山街道办杨家坝村六组,,0.3511,工业用地,出让,32,,十四等级,买卖,136.9200,2017/11/30 16:44:27
谭文胜,诺斯贝尔化妆品股份有限公司,,D02NNB20170025,同济东路37号,,0.6220,工业用地,出让,36,已开发,四级,买卖,1450.0000,2017/4/19 10:34:53
广东汇禧五金实业有限公司,佛山市东成创富汽车配件有限公司,,440607003004GB03095,佛山市三水区乐平镇范湖海桐路2号,,1.5407,工业用地,出让,50,已有建筑物,七级,买卖,1294.1600,2017/11/15 14:56:53
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242600173,郭田镇坪上村��望哨顶,,0.0100,工业用地,出让,39,已开发,十二级,买卖,1.2000,2017/5/25 11:05:51
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240502900,华城镇葵富村付石角,,0.0100,工业用地,出让,39,已开发,十二级,买卖,1.2000,2017/5/25 10:51:33
云南盐化股份有限公司,云南省盐业有限公司昆明盐矿,,530181005002GB00012,安宁市太平街道办事处始甸村委会始甸村民小组,,0.0250,工业用地,出让,40,地上已有建筑物,未评估地区,其他,0.0000,2017/12/27 10:51:25
李春来,烟台清田果蔬有限公司,,栖国土资转字【2017】163号,栖霞市丰粟村北蓬寨公路西,,0.1570,工业用地,出让,34,现状,四级,其他,68.1099,2017/7/25 9:25:12
黄辉雄、尹源生,佛山市雄达实业投资有限公司,,440607005001GB00003,佛山市三水区大塘镇六一村委会大布屈（土名）,,13.1141,工业用地,出让,50,已开发,七级,作价出资入股,5507.9000,2017/11/10 12:16:32
山东杨帆环保工程股份有限公司,济南怡能食品科技有限公司,,0736598,济青公路以南，龙山街道办事处闫家村,,0.9999,工业用地,土地出让,39,已开发,十一级,买卖,645.4600,2017/7/3 11:06:34
广东移动通信有限责任公司四会分公司,中国铁塔股份有限公司肇庆市分公司,,090800001,四会市迳口镇南乡村委背后岗顶,,0.0048,公共设施用地,出让,35,已开发,十级,买卖,2.4000,2017/1/22 16:24:18
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,C7,澄海区莲下镇培隆福建围外,,4.0000,其他土地,国有出让,41,场地平整,八级,作价出资入股,916.0000,2017/2/4 11:13:51
白鹏辉,鄂尔多斯市昊鑫绿科环境工程有限公司,,2017.0000020,乌审旗嘎鲁图镇达布察克路南苏里格街东鑫世泰住宅小区2号楼2单元203室（一区）,,0.0018,住宅用地,出让,70,已开发,三级,买卖,17.0000,2017/3/1 14:37:22
孙通入,河北东明石化国和能源有限公司,,2017009,临西县邯临公路北侧,,0.1440,其他商服用地,出让,16,现状,一级,买卖,116.2000,2017/4/20 16:00:14
陕西洋县振冲长青置业有限公司,洋县永利置业有限公司,,YXGT-2017-17,洋县洋州街道办事处东街社区108国道以南,,1.4341,其他商服用地,出让,40,现状,十五等级,作价出资入股,1303.5800,2017/6/12 9:28:17
南郑县大杨花卉公司,汉中市顺达投资有限公司,,2017(8)号,南郑县汉山街道办元角村七组,,0.4987,工业用地,出让,32,,十四等级,买卖,255.3200,2017/3/13 16:29:21
衡阳三鼎房地产开发有限公司,衡阳盛韬房地产开发有限公司,,2017512,西渡镇联胜村茶冲组,,1.7944,住宅用地,,42,,十二级,买卖,1399.6476,2017/10/10 13:59:16
胡元章\吴满坤,中山市马迅电器有限公司,,D03FFA20172696,东阜公路吉昌工业区,,1.8614,工业用地,出让,31,已开发,三级,买卖,1718.6000,2017/3/10 9:00:35
中国石油化工股份有限公司云南昆明石油分公司,中国石化销售有限公司云南昆明石油分公司,,530181002008GB00002,安宁市金方街道办事处普河村委会清水沟村民小组,,0.3995,批发零售用地,出让,36,地上已有建筑物,未评估地区,其他,0.0000,2017/9/28 16:08:44
中国移动通信集团湖北有限公司武汉分公司,中国铁塔股份有限公司武汉市分公司,,2017-9,蔡甸区索河镇官桥村,,0.0103,公共设施用地,出让,35,出让,未评估地区,买卖,3.5600,2017/6/22 10:43:50
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,C8,澄海区莲下镇培隆福建围外,,6.6667,其他土地,国有出让,41,场地平整,八级,作价出资入股,1526.6700,2017/2/4 10:37:16
袁隆平农业高科技股份有限公司,湖南隆明实业发展有限公司,,YWSP20171016005,芙蓉区,,1.0284,仓储用地,国有,50,已建成,五级,买卖,1939.0000,2017/11/2 15:14:13
朱江,梅州市超晟置业有限公司,,441424101220GB00040w00000000,水寨镇华兴北路大坝段380,,0.7224,中低价位、中小套型普通商品住房用地,出让,39,已开发,十二级,买卖,218.1772,2017/8/9 10:56:37
山东前田热能技术股份有限公司,泰安天颐置业有限公司,,2017-D-153,岱岳区满庄镇、104国道以西,,7.4898,工业用地,出让,50,已建成,四级,买卖,2246.9400,2017/7/28 11:05:03
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242800230,双华镇苏区村碑角顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 9:58:35
中山市石岐区厚兴股份合作经济联合社,中山市惠正实业有限公司,,D23ZBT20160107,莲兴路21号,,0.0738,商服用地,出让,32,已开发,一级,买卖,577.5169,2017/1/11 10:41:20
凤凰县民生扶贫建设开民有限责任公司,凤凰铭城建设投资有限公司,,转2017-100,湖南省凤凰县沱江镇城北（王家寨）,,6.7488,其他普通商品住房用地,出让,68,,十四等级,买卖,8500.0000,2017/6/29 16:40:18
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,14242800211,双华镇虎石村,,0.0100,工业用地,出让,36,已开发,十二级,买卖,1.2000,2017/5/25 10:48:53
白宝鲲、赵松涛、彭裕辉、赵键、彭永成,广东立高食品有限公司,,440607004007GB03009,佛山市三水区芦苞镇福绵东路5号,,5.1693,工业用地,出让,50,已开发、已有建筑物,七级,作价出资入股,2688.0200,2017/6/16 15:08:27
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,14240502375,华城镇高竹村,,0.0100,工业用地,出让,36,已开发,十二级,买卖,1.2000,2017/5/25 15:41:08
湖南东方房地产开发有限公司,永州金麦农业发展有限公司,,13-41-78,集中居委会,,0.0005,其他商服用地,出让,28,已完成,四级,买卖,0.9806,2017/7/6 16:13:42
山西云河纺织集团有限责任公司,忻州市田森房地产开发有限公司,,XGTZ2017001,忻府区新建路东、云河街北、云中路西地段,,2.7067,其他普通商品住房用地,出让,68,,一级,买卖,9702.6700,2017/3/27 17:47:51
顾世华,宜良龙珠源明月湖旅游开发有限公司,,530125005031GB00001,宜良县匡远街道办事处汇东路叉口南侧,,0.0014,其他普通商品住房用地,私人住房,70,,一级,买卖,51.4770,2017/5/19 10:49:08
王卓琦,长沙宾佳乐乳业有限公司,,YWSP20161115017,天心区,,0.1773,仓储用地,国有,50,未开发,四级,买卖,230.0000,2017/4/12 16:08:23
昆明天之奇体育服务有限公司,石林天奇实业有限公司,,530125503044GB00001 HCR1 B#03-02,宜良县汤池镇春城湖畔度假村沁风御庭小区,,0.0028,其他普通商品住房用地,私人住房,70,,未评估地区,买卖,100.0000,2017/7/1 9:57:51
七台河矿业精煤（集团）七煤医院有限公司,七台河七煤医院有限公司,,201704,东正阳街南侧,,0.5511,医卫慈善用地,出让,50,,二级,买卖,0.0000,2017/1/20 9:37:08
中国移动通信集团山东有限公司栖霞分公司,中国铁塔股份有限公司烟台市分公司,,栖国土资转字【2017】217号,栖霞市亭口镇柳夼村,,0.0166,公共设施用地,出让,33,现状,四级,其他,0.0000,2017/9/7 14:21:25
盛建勇,栖霞顺航农业科技有限公司,,栖国土资转字[2017]2号,苏家店镇西店村,,0.2238,仓储用地,出让,45,现状,四级,买卖,147.7000,2017/1/10 8:26:03
汉中市城市建设投资开发有限公司,汉中美康颐养产业运营管理有限公司,,2017(9)号,南郑县梁山镇强国、石拱村,,5.0000,其他普通商品住房用地,出让,67,,十四等级,作价出资入股,6955.0000,2017/3/13 10:42:46
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY1424101113,安流镇完塘村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 15:43:58
黑龙江省置泰房地产开发有限公司,龙江物华天宝房地产开发有限公司,,1-7-1,克山镇北大街四段路东,,4.0608,其他普通商品住房用地,出让,63,已开发,三级,买卖,427.4397,2017/2/3 9:22:21
陈方智\陈方立\陈方荣\陈方杰,中山市合强创基房地产投资有限公司,,D15ZZE20164105,中山六路凯业街13号,,1.7000,商服用地,出让,51,已开发,二级,作价出资入股,2380.0000,2017/2/22 10:43:06
广州市安泰化学有限公司,广州集泰化工股份有限公司,,080301_20170531015084,广州市从化区神岗菜地村地段,,0.2191,工业用地,属出让,50,待开发,九级,买卖,134.8300,2017/6/7 16:28:27
双江镇城南居委会第一居民小区,湖南省怀化市建设工程监理有限公司通道分公司,,2017-661,双江镇万佛路,,0.0028,住宅用地,国有出让,70,已利用,三级,买卖,24.2980,2017/11/24 18:49:56
杨海燕,湖南冷水江农村商业银行股份有限公司,,13-29-101-4,锑都社区,,0.0015,其他商服用地,出让,28,已完成,一级,买卖,8.3204,2017/9/27 8:22:35
湖南华铁房地产有限责任公司,长沙中煤建工置业有限公司,,YWSP20170809006,天心区木莲冲路,,0.1381,其他普通商品住房用地,国有,70,未建,一级,交换,0.0000,2017/10/31 16:35:26
唐建德,腾冲越州文化发展有限公司,,C-(04)-61,腾越镇天成社区文风小区,,0.0032,其他普通商品住房用地,出让,70,已开发,一级,买卖,10.2438,2017/5/24 9:56:28
文昆辉,湖南冷水江农村商业银行股份有限公司,,13-49-13,俩塘社区居委会金鼎花园,,0.0011,其他商服用地,出让,29,已完成,四级,买卖,1.7652,2017/6/1 8:28:48
李志兵,湖南冷水江农村商业银行股份有限公司,,13-06-123-1,同兴乡新桥居委会,,0.0011,其他商服用地,出让,21,已完成,三级,买卖,2.1297,2017/11/20 8:22:45
萧上康,中山市冠至星物业服务有限公司,,D31SSK20170002,泉眼村“学堂围外坦”,,0.3333,住宅用地,出让,57,待开发,四级,作价出资入股,500.0000,2017/1/20 10:49:55
烟台泉源食品有限公司,烟台兴华太阳能有限公司,,栖国土资转字【2017】162号,松山街道经济开发区井冈山路北,,0.2131,工业用地,出让,35,现状,二级,买卖,438.8700,2017/7/21 10:24:43
李齐尧,鄂州市万美物贸有限公司,,(2017)003,西山街办塘角头村十一组,,0.1368,工业用地,出让国有土地使用权,50,工业,九级,买卖,33.7900,2017/4/27 16:39:48
中山市石岐区南下股份合作经济联合社,中山市恒裕房产置业有限公司,,D23BBA20170545,麻洲街164号,,0.0409,住宅用地,出让,69,已开发,一级,买卖,175.6900,2017/4/25 11:24:14
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242101433,安流镇双径村园子山顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 9:35:31
中国电信股份有限公司安化分公司,安化县纯信房地产有限公司,,无,安化县城南区莲城东路,,0.0650,其他商服用地,出让,37,建设中,一级,买卖,72.0200,2017/8/16 10:55:36
冷水江市盛达物资有限责任公司,湖南冷水江农村商业银行股份有限公司,,13-27-3-1,沿江路,,0.0017,其他普通商品住房用地,出让,29,已完成,二级,买卖,7.9413,2017/3/30 16:09:32
唐建德（唐焕瑜）等四户,腾冲越州文化发展有限公司,,C-(04)-60,腾越镇天成社区文风小区,,0.0354,其他普通商品住房用地,出让,70,已开发,一级,买卖,117.4461,2017/5/24 10:21:48
湖南东方房地产开发有限公司,永州金麦农业发展有限公司,,13-41-78,集中居委会,,0.0005,其他商服用地,出让,28,已完成,四级,买卖,0.9806,2017/7/6 16:18:17
佛山市顺德区容桂街高黎股份合作经济社,佛山雅顺房地产开发有限公司,,103131-001,佛山市顺德区容桂街道外环路以东、新宝东路以北地块,,6.2515,其他普通商品住房用地,出让,70,,四级,买卖,171656.0000,2017/7/26 9:26:09
五华县新智慧投资有限公司,五华县华辉达实业有限公司,,441424101209GB08311w00000000,水寨镇员瑾堤旁,,0.2200,中低价位、中小套型普通商品住房用地,出让,69,已开发,十二级,买卖,1130.1246,2017/7/28 16:07:02
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,D12,澄海区莲下镇利合新围,,2.0001,其他土地,国有出让,41,场地平整,八级,作价出资入股,458.0100,2017/2/4 11:16:53
云南盐化股份有限公司,云南省盐业有限公司昆明盐矿,,530181005002GB00013,安宁市太平街道办事处始甸村委会始甸村民小组,,0.0250,工业用地,出让,40,地上已有建筑物,未评估地区,其他,0.0000,2017/12/27 10:49:39
广州奥桑味精食品有限公司,奥桑（佛山）有限公司,,440607005004GB00047,佛山市三水区大塘镇恒生路1号之二,,1.7589,工业用地,出让,50,已开发、已建筑物,七级,作价出资入股,790.3181,2017/1/19 14:39:26
湖南东方房地产开发有限公司,永州金麦农业发展有限公司,,13-41-78,集中居委会,,0.0005,其他商服用地,出让,28,已完成,四级,买卖,0.9806,2017/7/6 16:19:17
广州市安泰化学有限公司,广州集泰化工股份有限公司,,080301_20170531015079,广州市从化区神岗菜地村地段,,0.1620,其他土地,属出让,50,待开发,九级,买卖,90.5400,2017/6/7 16:22:22
中国移动通信集团山东有限公司栖霞分公司,中国铁塔股份有限公司烟台市分公司,,栖国土资转字【2017】182号,翠屏街道林家亭村,,0.0224,公共设施用地,出让,35,现状,二级,其他,0.0000,2017/8/7 9:52:00
广东移动通信有限责任公司四会分公司,中国铁塔股份有限公司肇庆市分公司,,061101001,四会市地豆镇大东村委孔岭村尖峰岭岗顶,,0.0080,公共设施用地,出让,35,已开发,十级,买卖,4.0000,2017/1/22 16:11:45
刘汝杰,腾冲越州文化发展有限公司,,5330231101-OC-02-7,腾越镇天成社区文风小区,,0.0131,其他普通商品住房用地,出让,70,已开发,一级,买卖,43.5968,2017/5/24 10:01:35
李进青,泰安恒泰物联网有限公司,,2017-D-104,岱岳岳范镇,,1.3654,工业用地,出让,50,已建成,五级,其他,368.6580,2017/6/12 10:29:27
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,培隆福建围外B8,澄海区莲下镇培隆福建围外,,2.0000,其他土地,国有出让,41,场地平整,八级,作价出资入股,458.0000,2017/2/4 10:51:44
中国移动通信集团湖北有限公司武汉分公司,中国铁塔股份有限公司武汉市分公司,,2017-5,蔡甸区消泗乡九沟村,,0.0089,公共设施用地,出让,35,出让,未评估地区,买卖,3.0700,2017/6/22 10:23:14
广州丰力橡胶轮胎有限公司,广州万力环保科技有限公司,,8030120171102030000,广州市从化区鳌头镇万力路3号,,3.2390,工业用地,属出让,50,待开发,九级,买卖,1881.9000,2017/11/30 15:13:53
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240800680,岐岭镇塔新村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 10:39:43
广州雅图士家具有限公司,广东豪顿服饰有限公司,,1106174,广州市花都区G106国道与花东大道交界处东北面,,1.6843,工矿仓储用地,国有出让,50,五通一平,一级,买卖,1313.8100,2017/7/28 8:57:46
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242800221,双华镇华拨村竹头尾,,0.0100,工业用地,出让,39,已开发,十二级,买卖,1.2000,2017/5/25 15:23:25
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,D2,澄海区莲下镇利合新围,,3.3333,其他土地,国有出让,41,场地平整,八级,作价出资入股,763.3300,2017/2/4 10:56:56
田阳县泰和塑料制品有限责任公司,南宁漓源油粮饲料有限公司,,2017-1-5,田阳县那坡镇红岭坡工业园区内（A、B、C地块）,,1.8816,工业用地,出让,47,未开发,一级,其他,352.6594,2017/1/24 10:16:24
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241100300,长布镇北洋村铁新栋顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:39:06
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240400297,转水镇新民村黄牛窝,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:20:50
黑龙江金融房地产经纪有限公司,牡丹江新区城市投资有限公司,,15-06-00026（2）,牡丹江市东安区兴隆镇,,0.3236,其他商服用地,出让,40,现状,三级,买卖,2304.0000,2017/3/16 10:44:32
长沙鑫天置业发展有限公司,长沙鸿途房地产开发有限公司,,YWSP20170119004,天心区,,14.8975,住宅用地,国有,70,未建成,一级,买卖,37150.9500,2017/3/2 10:27:23
广东电力士照明科技有限公司,广东珠西智谷投资有限公司,,江地鉴字[2017]第44号,江门市蓬江区棠下镇桐乐路27号地段,,6.0622,工业用地,出让,38,已建,三级,买卖,3592.5000,2017/9/5 11:44:09
中国移动通信集团山西有限公司阳泉分公司,中国铁塔股份有限公司阳泉市分公司,,1403210505001,平定县张庄镇新村村,,0.0133,公共设施用地,出让,33,现状,未评估地区,作价出资入股,2.2141,2017/1/19 14:52:08
佛山市三水骏升房地产有限公司（属于法院执行裁定）,佛山市金尚房地产开发有限公司,,440607001010GB03442,佛山市三水区西南街道广海大道西28号,,1.8625,商服用地,出让,40,未开发,七级,继承,10038.7100,2017/10/18 14:47:50
中国移动通信集团山东有限公司栖霞分公司,中国铁塔股份有限公司烟台市分公司,,栖国土资转字【2017】177号,苏家店镇苏家店村,,0.0231,公共设施用地,出让,35,现状,四级,其他,0.0000,2017/8/7 9:36:41
湖南东方房地产开发有限公司,永州金麦农业发展有限公司,,13-41-78,集中居委会,,0.0005,其他商服用地,出让,28,已完成,四级,买卖,0.9806,2017/7/6 16:06:52
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,培隆福建围外B13,澄海区莲下镇培隆福建围外,,1.3333,其他土地,国有出让,41,场地平整,八级,作价出资入股,305.3300,2017/2/4 11:24:07
广东移动通信有限责任公司四会分公司,中国铁塔股份有限公司肇庆市分公司,,130201001,四会市石狗镇辽畔村委亚兰坪山顶,,0.0048,公共设施用地,出让,35,已开发,十级,买卖,2.4000,2017/1/22 11:23:06
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14240503757,华城镇观源村徐桂坑顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:11:36
曲阳县新颖雕刻厂,河北甄彦苍园林古建雕刻艺术有限公司,,曲政国用（2002）字第47号,安羊村村北、曲新公路路东,,0.6311,工业用地,国有,6,雕刻厂,三级,买卖,44.5000,2017/10/16 10:41:22
林海,烟台润厚新型建材有限公司,,栖国土资转字【2017】248号,桃村镇北涝都村南,,0.0691,批发零售用地,出让,33,现状,三级,其他,118.8571,2017/10/11 16:59:34
陕西海宏房地产开发有限公司,汉中市金宏房地产开发有限公司,,2017(15)号,南郑县大河坎镇中所营村,,4.0000,其他普通商品住房用地,出让,70,,十四等级,赠与,6588.0000,2017/9/3 10:57:30
山东前田热能技术股份有限公司,泰安天颐置业有限公司,,2017-D-152,岱岳区满庄镇、104国道以西,,4.3243,工业用地,出让,50,已建成,四级,买卖,1297.2900,2017/7/28 11:04:35
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242500512,横陂镇华阁村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 11:07:57
高占祥,中国工商银行股份有限公司乌审支行,,2010.401-5-0393,乌审旗嘎鲁图镇人民路南 地税局南侧（五区）,,0.0619,商服用地,出让,40,已开发,二级,其他,0.0000,2017/12/22 16:29:21
赵世臣,章丘市万合建筑设计有限公司,,370181002213002,双山办事处三涧溪村,,0.0687,工业用地,出让土地,45,已开发,十一级,买卖,22.4000,2017/11/5 10:01:40
汕头市华达欣纺织有限公司,汕头市澄海区柏辉染印有限公司,,仙门村251,汕头市澄海区溪南镇水南路南侧,,0.2400,工业用地,国有出让,29,场地平整,八级,买卖,174.2400,2017/7/24 9:55:27
陈涌 陈玩 陈雄洲,佛山豪旺科技有限公司,,440607004008GB03095,佛山市三水区芦苞镇三水大道北555号,,2.3995,工业用地,出让,50,已开发,七级,作价出资入股,900.0000,2017/11/20 11:47:10
烟台宝龙置业发展有限公司,山东隆和节能科技股份有限公司,,01040035,蓬莱市海滨东路南、新兴路东,,0.0176,批发零售用地,拍卖出让,35,已开发,一级,买卖,31.6044,2017/4/25 14:31:11
汕头市宜东房地产开发有限公司,汕头市互汇智能科技有限公司,,C5,澄海区莲下镇培隆福建围外,,3.3333,其他土地,国有出让,41,场地平整,八级,作价出资入股,763.3300,2017/2/4 10:34:20
湖南东方房地产开发有限公司,永州金麦农业发展有限公司,,13-41-78,集中居委会,,0.0005,其他商服用地,出让,28,已完成,四级,买卖,0.9806,2017/7/6 16:07:41
河北德行饲料有限公司,平原禾丰牧业有限公司,,2017001,新城工业园区内玄武大道与后载大街东南角,,0.3162,工矿仓储用地,出让,46,已建,三级,买卖,58.8600,2017/1/10 9:53:43
中山市乐瑞婴童用品有限公司,中山市远�N房地产开发有限公司,,D09XHA20160784,葵兴大道28号,,2.2168,商服用地,出让,50,已开发,三级,买卖,4280.4316,2017/1/23 15:13:25
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242500592,横陂镇章联村懒人坳山顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 8:58:43
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14242800216,双华镇黄径村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 16:08:19
廖伟芳,中山三合房地产开发有限公司,,D29JJA20170004,长命水村,,0.1333,住宅用地,出让,51,待开发,三级,作价出资入股,139.9965,2017/1/17 9:07:50
临汾之星汽车销售服务有限公司,临汾锦华之星汽车销售有限公司,,2017年1号,尧都区尧庙镇尧庙村,,1.7238,商服用地,出让,34,,二级,买卖,2038.1700,2017/2/22 9:40:45
顶一实业有限公司,深圳市和浩实业发展有限公司,,D15ZGA20164253,丰盛路5号,,1.6904,工业用地,出让,26,已开发,一级,买卖,1436.0330,2017/1/5 10:29:11
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY14241100281,长布镇粘坑村,,0.0100,工业用地,出让,37,已开发,十二级,买卖,1.2000,2017/5/25 11:02:54
广东移动通信有限责任公司四会分公司,中国铁塔股份有限公司肇庆市分公司,,120401001,四会市贞山街道金星村委小布小组虎山,,0.0048,公共设施用地,出让,35,已开发,十级,买卖,2.4000,2017/1/22 16:57:28
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,14240900302,潭下镇锡坪村,,0.0100,工业用地,出让,36,已开发,十二级,买卖,1.2000,2017/5/25 9:53:44
中国移动通信集团广东有限公司,中国铁塔股份有限公司梅州分公司,,GY1424101436,安流镇学少村黄果窝山顶,,0.0100,工业用地,出让,43,已开发,十二级,买卖,1.2000,2017/5/25 10:16:40
长沙鑫天置业发展有限公司,长沙鸿途房地产开发有限公司,,YWSP20170119004,天心区,,14.5690,其他商服用地,国有,20520727,未建成,一级,联营,37150.9500,2017/3/2 9:50:26
中国移动通信集团山西有限公司阳泉分公司,中国铁塔股份有限公司阳泉市分公司,,1403210502001,平定县柏井镇柏井村,,0.0133,公共设施用地,出让,31,现状,未评估地区,作价出资入股,2.0904,2017/1/19 15:10:29
广东缤果动漫集团有限公司,广东珠西智谷投资有限公司,,JZR2017-6（蓬江01）,蓬江区北环路北丰乐路西侧地段,,1.9464,科教用地,出让,44,未建,二级,买卖,7003.0000,2017/5/19 11:44:05
